剧名,类型,播放量,点赞,差评,得分,采集日期
杀寇决,"历史剧

/
谍战剧

/
悬疑剧",1.24亿,"37,753","8,959",8.1,2015-10-1 1:07:55
我们家的微幸福生活,"家庭剧

/
言情剧",3444万,"13,579","3,827",7.8,2015-10-1 1:07:59
我爷爷和奶奶的故事,"军旅剧
/
言情剧",4787万,"10,928","3,412",7.6,2015-10-1 1:08:12
冲出月亮岛,"言情剧

/
年代剧",3834万,"26,752","9,663",7.3,2015-10-1 1:08:11
二十四道拐,"谍战剧

/
军旅剧",5728万,"27,457","9,328",7.5,2015-10-1 1:08:14
卧底,"谍战剧

/
军旅剧",1.28亿,"72,702","22,201",7.7,2015-10-1 1:08:19
我的绝密生涯,"年代剧
/
谍战剧
/
悬疑剧",5055万,"25,981","7,471",7.8,2015-10-1 1:08:24
冰与火的青春未删减版,"言情剧

/
偶像剧",371万,"3,197","1,440",6.9,2015-10-1 1:08:27
克拉恋人未删减版,"言情剧

/
偶像剧",1722万,"26,493","11,793",6.9,2015-10-1 1:08:33
宅男的恋爱养成,"网络剧
/
喜剧",136万,"1,201",654,6.5,2015-10-1 1:08:25
偏偏喜欢你,"军旅剧
/
年代剧
/
偶像剧",10.87亿,"661,530","153,363",8.1,2015-10-1 1:08:40
偏偏喜欢你未删减版,"偶像剧
/
年代剧
/
军旅剧",3705万,"25,210","5,985",8.1,2015-10-1 1:08:46
wait酒吧,"喜剧

/
网络剧",388万,"2,242","4,447",3.4,2015-10-1 1:08:38
婚姻时差,"家庭剧
/
言情剧",1.03亿,"22,195","9,282",7.1,2015-10-1 1:08:51
铁甲舰上的男人们,历史剧,4086万,"10,177","1,025",9.1,2015-10-1 1:09:04
绝地刀锋,"军旅剧

/
谍战剧",1.27亿,"23,653","8,148",7.4,2015-10-1 1:08:53
少年四大名捕陈伟霆cut集锦,"言情剧

/
武侠剧

/
古装剧

/
偶像剧

/
悬疑剧",352万,"4,671","1,555",7.5,2015-10-1 1:08:59
王大花的革命生涯,"谍战剧
/
喜剧",2.69亿,"63,099","19,730",7.6,2015-10-1 1:09:12
南方怂人帮,"网络剧

/
喜剧",81.3万,516,494,5.1,2015-10-1 1:09:06
锦绣缘华丽冒险,"言情剧
/
年代剧
/
偶像剧",11.45亿,"952,950","160,405",8.6,2015-10-1 1:09:17
隋唐英雄5TV版,古装剧,6846万,"36,899","7,733",8.3,2015-10-1 1:09:19
封神英雄,"神话剧
/
武侠剧
/
古装剧",7.76亿,"628,730","142,259",8.2,2015-10-1 1:09:25
陆小凤与花满楼,"武侠剧
/
古装剧",3.30亿,"132,119","26,357",8.3,2015-10-1 1:09:32
别叫我兄弟,"青春剧

/
言情剧

/
年代剧",1.72亿,"70,349","15,843",8.2,2015-10-1 1:09:30
邻居也疯狂,"家庭剧

/
喜剧",1.03亿,"52,693","9,852",8.4,2015-10-1 1:09:38
飞虎队,"年代剧

/
军旅剧",1078万,"10,901","2,971",7.9,2015-10-2 1:02:28
我是机器人,"偶像剧

/
喜剧",5450万,"85,172","8,621",9.1,2015-10-2 1:02:21
孤雁,"言情剧

/
年代剧",817万,"5,018","3,066",6.2,2015-10-2 1:02:22
青春集结号,"青春剧
/
军旅剧",504万,"13,055","2,199",8.6,2015-10-2 1:02:23
多情江山,"宫廷剧
/
言情剧
/
古装剧",1.41亿,"149,392","43,690",7.7,2015-10-2 1:02:25
左手劈刀,军旅剧,3.02亿,"159,007","55,059",7.4,2015-10-2 1:02:34
男神执事团,"偶像剧
/
青春剧
/
网络剧",4135万,"230,025","15,565",9.4,2015-10-2 1:02:35
嘻哈白蛇传,"喜剧
/
网络剧",1958万,"72,234","25,467",7.4,2015-10-2 1:02:36
铁在烧,"军旅剧
/
言情剧
/
谍战剧",4.42亿,"297,870","71,656",8.1,2015-10-2 1:02:39
琅琊榜,"历史剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",5.58亿,"1,175,453","50,101",9.6,2015-10-2 1:02:40
少年四大名捕冷血张翰特辑,"古装剧
/
偶像剧
/
悬疑剧",833万,"9,066","1,626",8.5,2015-10-2 1:02:42
仙侠剑未删减版,"言情剧

/
武侠剧

/
古装剧",697万,"4,759","2,619",6.5,2015-10-2 1:02:47
小爸妈,"家庭剧

/
言情剧

/
偶像剧",2.21亿,"193,255","54,021",7.8,2015-10-2 1:02:52
美剧,"罪案剧
/
悬疑剧",245万,"4,473","1,740",7.2,2015-10-2 1:02:49
小爸妈未删减版,"家庭剧

/
言情剧

/
偶像剧",3225万,"26,175","9,633",7.3,2015-10-2 1:02:48
毕业歌,年代剧,3373万,"38,969","9,624",8.0,2015-10-2 1:02:53
生死连,军旅剧,3.23亿,"74,692","28,293",7.3,2015-10-2 1:03:01
爱情不打烊,言情剧,4106万,"18,800","6,599",7.4,2015-10-2 1:03:00
英雄祭,"军旅剧
/
年代剧",1.82亿,"84,098","40,237",6.8,2015-10-2 1:02:55
香火,家庭剧,8120万,"35,802","4,273",8.9,2015-10-2 1:03:05
生死兄弟情,军旅剧,2656万,"5,286","4,612",5.3,2015-10-2 1:03:02
大舜,"历史剧

/
古装剧",1.42亿,"141,132","43,907",7.6,2015-10-2 1:03:06
少年四大名捕杨洋特辑,"古装剧
/
偶像剧
/
悬疑剧",566万,"18,966",506,9.7,2015-10-2 1:03:13
闪亮茗天,"青春剧
/
言情剧",5.45亿,"235,567","47,594",8.3,2015-10-2 1:03:08
你是我的姐妹,言情剧,7.87亿,"427,626","141,071",7.5,2015-10-2 1:03:20
西游之妖怪别跑,"喜剧
/
网络剧",1052万,"14,677","5,374",7.3,2015-10-2 1:03:14
特警力量未删减版,"罪案剧

/
军旅剧",5161万,"25,347","7,499",7.7,2015-10-2 1:03:21
少年四大名捕未删减版,"悬疑剧
/
偶像剧
/
言情剧
/
武侠剧
/
古装剧",1.33亿,"50,375","5,245",9.1,2015-10-2 1:03:19
少年四大名捕茅子俊cut集锦,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",303万,"1,888",924,6.7,2015-10-2 1:03:15
边关烽火情,null,7621万,"11,641","3,349",7.8,2015-10-2 1:03:32
东北剿匪记,null,1.35亿,"19,753","7,194",7.3,2015-10-2 1:03:28
青春集结号未删减版,"青春剧
/
军旅剧",29.9万,687,169,8.0,2015-10-2 1:03:27
妻子的谎言,言情剧,12.67亿,"551,827","115,468",8.3,2015-10-2 1:03:26
少年四大名捕,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",12.89亿,"925,708","119,557",8.9,2015-10-2 1:03:33
妻子的谎言未删减版,言情剧,1.04亿,"35,363","4,496",8.9,2015-10-2 1:03:28
婆媳的战国时代,"言情剧

/
家庭剧",2.04亿,"45,462","26,662",6.3,2015-10-2 1:03:34
平凡的世界,农村剧,4.73亿,"275,536","49,175",8.5,2015-10-2 1:03:42
致匆匆那些年,"言情剧

/
青春剧

/
网络剧",659万,"26,214","2,471",9.1,2015-10-2 1:03:40
隋唐英雄5,古装剧,1.53亿,"98,678","20,172",8.3,2015-10-2 1:03:40
冤家亲家,家庭剧,2221万,"7,810","2,631",7.5,2015-10-2 1:03:41
兵变1929,"年代剧

/
谍战剧",5595万,"15,777","5,373",7.5,2015-10-2 1:03:45
办公室大爆炸,喜剧,419万,"2,990","2,089",5.9,2015-10-2 1:03:46
信访局长,null,847万,"1,850","1,374",5.7,2015-10-2 1:03:47
何以笙箫默精华版,"偶像剧
/
言情剧",1262万,"19,399","5,289",7.9,2015-10-2 1:03:54
急诊室故事,null,6707万,"40,320","5,469",8.8,2015-10-2 1:03:55
大道通天,年代剧,2093万,"11,609","5,259",6.9,2015-10-2 1:03:53
爱你不放手,"家庭剧

/
言情剧",4263万,"13,285","5,800",7.0,2015-10-2 1:03:53
敢爱,"青春剧

/
言情剧",2.10亿,"98,967","45,335",6.9,2015-10-2 1:03:59
夺宝传奇,"年代剧

/
悬疑剧",2353万,"19,120","5,793",7.7,2015-10-2 1:04:02
花千骨2015,"穿越剧
/
言情剧
/
网络剧",6.07亿,"1,601,231","459,271",7.8,2015-10-2 1:04:02
青春正能量之我是女神,"青春剧

/
偶像剧",1.46亿,"84,866","12,640",8.7,2015-10-2 1:03:58
后海不是海,"家庭剧

/
言情剧",1.19亿,"29,797","12,630",7.0,2015-10-2 1:04:06
当人心遇上仁心,"家庭剧

/
言情剧",3784万,"10,101","3,805",7.3,2015-10-2 1:04:01
花千骨未删减版,"言情剧
/
古装剧
/
偶像剧",3.98亿,"269,761","86,635",7.6,2015-10-2 1:04:15
明若晓溪,"青春剧
/
言情剧
/
偶像剧",2.75亿,"800,909","106,678",8.8,2015-10-2 1:04:15
历史永远铭记,"历史剧

/
年代剧

/
军旅剧",290万,"2,764","1,169",7.0,2015-10-2 1:04:17
还珠格格2015,"古装剧

/
喜剧

/
网络剧",990万,"31,717","29,710",5.2,2015-10-2 1:04:18
完美案件,"网络剧
/
悬疑剧",929万,"8,482","2,319",7.9,2015-10-2 1:04:20
何以笙箫默,"青春剧
/
言情剧
/
偶像剧",22.11亿,"2,102,152","227,234",9.0,2015-10-2 1:04:12
花千骨,"言情剧
/
古装剧
/
偶像剧",67.21亿,"8,461,639","1,773,345",8.3,2015-10-2 1:04:16
天局,"武侠剧
/
古装剧
/
悬疑剧
/
网络剧",3911万,"44,037","3,987",9.2,2015-10-2 1:04:21
刺蝶,"军旅剧

/
谍战剧

/
悬疑剧",8839万,"45,563","18,145",7.2,2015-10-2 1:04:28
最佳前男友,"言情剧
/
偶像剧",6.03亿,"616,524","100,181",8.6,2015-10-2 1:04:30
笑时代,"喜剧

/
粤语电视剧",225万,"3,620","4,426",4.5,2015-10-2 1:04:27
鸳鸯佩,"言情剧

/
年代剧",2.77亿,"266,617","100,156",7.3,2015-10-2 1:04:31
暖男的爱情与战争,家庭剧,3113万,"6,389","3,483",6.5,2015-10-2 1:04:33
校花的贴身高手,"青春剧
/
言情剧
/
网络剧
/
偶像剧",7.80亿,"2,391,873","505,203",8.3,2015-10-2 1:04:30
绝命追踪,悬疑剧,6550万,"73,731","2,713",9.6,2015-10-2 1:04:28
二胎时代未删减版,"言情剧

/
家庭剧",2367万,"25,123","3,168",8.9,2015-10-2 1:04:34
我的媳妇是女王,言情剧,2.44亿,"285,568","55,080",8.4,2015-10-2 1:04:41
活着再见,"悬疑剧
/
罪案剧
/
网络剧",1799万,"24,827","14,207",6.4,2015-10-2 1:04:38
怒放,军旅剧,9964万,"23,851","7,413",7.6,2015-10-2 1:04:43
茗天闪亮,"青春剧

/
言情剧",2218万,"17,397","3,581",8.3,2015-10-2 1:04:42
加油吧实习生未删减版,"偶像剧

/
言情剧

/
青春剧",7494万,"161,887","29,895",8.4,2015-10-2 1:04:47
少年神探狄仁杰,"古装剧
/
悬疑剧",3.91亿,"658,700","75,964",9.0,2015-10-2 1:04:42
冰与火的青春,"青春剧
/
言情剧
/
偶像剧",6.66亿,"789,198","196,454",8.0,2015-10-2 1:04:43
加油吧实习生,"青春剧
/
言情剧
/
偶像剧",16.36亿,"3,147,998","441,124",8.8,2015-10-2 1:04:45
淑女之家,"家庭剧
/
言情剧
/
年代剧
/
悬疑剧",1.45亿,"122,125","16,479",8.8,2015-10-2 1:04:46
二胎时代,"家庭剧
/
言情剧",2.62亿,"344,595","57,320",8.6,2015-10-2 1:04:51
爱情公寓番外篇,网络剧,2.38亿,"201,743","27,602",8.8,2015-10-2 1:04:55
null,null,null,null,null,null,2015-10-2 1:04:55
东北抗日联军,军旅剧,7993万,"27,186","12,486",6.9,2015-10-2 1:04:54
发明大师,"喜剧
/
网络剧
/
科幻剧",1.41亿,"21,092","3,101",8.7,2015-10-2 1:04:56
两生花,"言情剧
/
偶像剧",6.76亿,"269,658","113,046",7.0,2015-10-2 1:04:58
国产大英雄,"喜剧

/
网络剧",502万,"3,453","2,656",5.7,2015-10-2 1:05:00
血刃,"军旅剧

/
谍战剧",7976万,"14,952","6,515",7.0,2015-10-2 1:04:59
侯天明的梦,"青春剧

/
喜剧",1594万,"3,581","1,802",6.7,2015-10-2 1:04:57
特警力量,"罪案剧
/
军旅剧",20.22亿,"644,235","72,802",9.0,2015-10-2 1:05:08
海上孟府,"年代剧

/
言情剧",1.30亿,"31,497","11,222",7.4,2015-10-2 1:05:07
虎妈猫爸,"喜剧
/
青春剧
/
家庭剧
/
言情剧
/
偶像剧",17.04亿,"568,549","133,426",8.1,2015-10-2 1:05:11
仙侠剑,"言情剧

/
武侠剧

/
古装剧",2.28亿,"154,766","81,511",6.6,2015-10-2 1:05:04
聊斋新编,"神话剧
/
古装剧",4.57亿,"153,233","41,605",7.9,2015-10-2 1:05:09
天使的城,言情剧,4.19亿,"207,372","28,521",8.8,2015-10-2 1:05:11
男神经,"喜剧
/
网络剧",1198万,"6,537","1,695",7.9,2015-10-2 1:05:08
爱你一生,"年代剧

/
言情剧",5260万,"10,045","4,380",7.0,2015-10-2 1:05:13
寒冬,"谍战剧
/
年代剧",9680万,"29,952","4,640",8.7,2015-10-2 1:05:21
于无声处,"罪案剧
/
年代剧",1.31亿,"30,384","8,330",7.8,2015-10-2 1:05:20
烧脑,"网络剧
/
偶像剧",326万,"1,735","1,439",5.5,2015-10-2 1:05:17
石敢当之雄峙天东,"武侠剧
/
古装剧",3.82亿,"203,026","59,040",7.7,2015-10-2 1:05:25
嘿！真不是闹着玩的,"喜剧

/
农村剧",7327万,"42,278","8,514",8.3,2015-10-2 1:05:21
快乐00后第2季,网络剧,136万,"1,348",808,6.3,2015-10-2 1:05:27
大汉情缘之云中歌未删减版,"宫廷剧
/
言情剧
/
古装剧
/
偶像剧",2502万,"43,830","6,430",8.7,2015-10-2 1:05:24
嘿，老头！,null,2.76亿,"148,363","20,918",8.8,2015-10-2 1:05:23
麻雀春天,"悬疑剧

/
年代剧

/
言情剧",3809万,"7,509","3,422",6.9,2015-10-2 1:05:24
我的抗战之铁血轻奇兵,军旅剧,1.06亿,"20,690","5,830",7.8,2015-10-2 1:05:30
快乐00后第1季,网络剧,117万,"1,142",583,6.6,2015-10-2 1:05:36
猜拳,"悬疑剧

/
谍战剧",6989万,"10,765","5,028",6.8,2015-10-2 1:05:33
神犬小七,偶像剧,5.08亿,"1,496,653","130,005",9.2,2015-10-2 1:05:37
好男儿之情感护理,null,3240万,"12,678","3,013",8.1,2015-10-2 1:05:34
家有一老,家庭剧,6433万,"23,250","10,296",6.9,2015-10-2 1:05:37
我的美女老师,"青春剧
/
偶像剧
/
科幻剧
/
言情剧
/
网络剧",2.25亿,"198,444","54,072",7.9,2015-10-2 1:05:43
白衣校花与大长腿2番外篇,"言情剧

/
偶像剧",1071万,0,0,.,2015-10-2 1:05:39
我的青春道馆,"网络剧
/
喜剧",172万,"1,864",846,6.9,2015-10-2 1:05:35
活色生香陈伟霆cut集锦,"言情剧
/
年代剧
/
偶像剧",151万,"3,192",711,8.2,2015-10-2 1:05:40
白衣校花与大长腿2,"青春剧
/
言情剧
/
偶像剧",2.07亿,"220,398","64,477",7.7,2015-10-2 1:05:48
东江英雄刘黑仔,"青春剧

/
谍战剧",1.46亿,"46,329","9,272",8.3,2015-10-2 1:05:49
妈妈向前冲,"家庭剧

/
言情剧",1.48亿,"69,315","37,611",6.5,2015-10-2 1:05:50
李大白的道德经,"喜剧
/
网络剧",76.6万,552,377,5.9,2015-10-2 1:05:47
成人记2,"偶像剧
/
网络剧
/
青春剧",397万,0,0,null,2015-10-2 1:05:52
云中歌,"言情剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",4.39亿,0,0,null,2015-10-2 1:06:03
活色生香,"青春剧
/
言情剧
/
年代剧
/
偶像剧",8.25亿,"1,056,304","112,648",9.0,2015-10-2 1:05:56
剧场,言情剧,1542万,"4,253","2,102",6.7,2015-10-2 1:06:04
伪装者,"谍战剧
/
悬疑剧",10.83亿,"1,296,096","137,772",9.0,2015-10-2 1:06:10
生死血符,年代剧,2956万,"18,363","5,958",7.6,2015-10-2 1:06:10
神犬小七未删减版,偶像剧,2504万,"65,165","7,462",9.0,2015-10-2 1:06:16
伪装者未删减版,"谍战剧
/
悬疑剧",4893万,"49,476","6,650",8.8,2015-10-2 1:06:12
聊斋新编未删减版,"神话剧

/
古装剧",4918万,"12,971","2,807",8.2,2015-10-2 1:06:17
英雄戟之影子战士,"谍战剧

/
悬疑剧",1.23亿,"65,765","19,662",7.7,2015-10-2 1:06:23
地雷战,"军旅剧

/
历史剧",2.06亿,"128,452","33,017",8.0,2015-10-2 1:06:19
彩虹营业厅,"喜剧

/
网络剧",230万,"5,293","2,650",6.7,2015-10-2 1:06:19
涩世纪传说,"青春剧
/
言情剧
/
网络剧
/
偶像剧
/
科幻剧",4.86亿,"1,615,078","132,334",9.2,2015-10-2 1:06:23
春江英雄之秀才遇到兵,"言情剧
/
谍战剧",5.96亿,"717,228","98,512",8.8,2015-10-2 1:06:26
我的天啊第2季,"喜剧

/
网络剧",360万,"1,311","3,268",2.9,2015-10-2 1:06:24
我的二哥二嫂,"农村剧

/
年代剧

/
家庭剧",2.39亿,"55,034","22,971",7.1,2015-10-2 1:06:30
铁甲舰上的男人们DVD版,历史剧,105万,679,301,6.9,2015-10-2 1:06:32
克拉恋人,"青春剧
/
言情剧
/
偶像剧",28.15亿,"5,318,026","939,773",8.5,2015-10-2 1:06:32
错伏,谍战剧,2317万,"8,857","4,276",6.7,2015-10-2 1:06:36
学堂故事,"喜剧
/
网络剧",509万,"1,728","1,862",4.8,2015-10-2 1:06:30
克拉之恋,"青春剧

/
言情剧

/
偶像剧",7455万,"202,984","28,053",8.8,2015-10-2 1:06:37
地下地上之大陆小岛,"谍战剧

/
军旅剧",4172万,"22,689","6,311",7.8,2015-10-2 1:06:36
马上天下,军旅剧,1.43亿,"35,012","14,444",7.1,2015-10-2 1:06:37
劫中劫,谍战剧,8739万,"16,382","7,242",6.9,2015-10-2 1:06:44
淑女涩男,青春剧,1.76亿,"65,682","8,653",8.8,2015-10-2 1:06:39
玩的就是艳遇,"喜剧

/
青春剧

/
网络剧",520万,"7,804","5,959",5.7,2015-10-2 1:06:50
美剧,"喜剧
/
罪案剧",759万,"10,442","4,089",7.2,2015-10-2 1:06:49
离婚协议,null,3969万,"8,800","4,926",6.4,2015-10-2 1:06:50
爸爸父亲爹,"军旅剧
/
谍战剧",1.35亿,"59,857","22,767",7.2,2015-10-2 1:06:46
今天很上火之奇葩相亲,"喜剧

/
网络剧",556万,"2,443","2,386",5.1,2015-10-2 1:06:45
壮丁也是兵,军旅剧,2.25亿,"45,381","17,910",7.2,2015-10-2 1:06:49
坐88路车回家,言情剧,7942万,"16,583","4,753",7.8,2015-10-2 1:06:57
前夫求爱记未删减版,喜剧,1583万,"4,339","1,775",7.1,2015-10-2 1:06:52
活色生香未删减版,"偶像剧
/
年代剧
/
言情剧
/
青春剧",2.81亿,"62,258","11,522",8.4,2015-10-2 1:06:43
女人的抗战未删减版,谍战剧,796万,"1,537","1,134",5.8,2015-10-2 1:07:03
空巢姥爷,"家庭剧

/
言情剧",3524万,"10,362","3,176",7.7,2015-10-2 1:06:59
前夫求爱记,"喜剧
/
言情剧",1.92亿,"56,445","17,304",7.7,2015-10-2 1:06:58
下一站婚姻,"家庭剧
/
言情剧",4.43亿,"118,370","38,692",7.5,2015-10-2 1:07:02
律师岳家军,网络剧,537万,"1,599",790,6.7,2015-10-2 1:07:05
待嫁老爸,"言情剧

/
家庭剧",1.26亿,"33,838","6,787",8.3,2015-10-2 1:07:03
抉择,历史剧,2653万,"8,270","3,700",6.9,2015-10-2 1:07:02
傲魂之活死人,"网络剧

/
悬疑剧",3773万,"11,417","1,755",8.7,2015-10-2 1:07:13
末代皇帝传奇,"历史剧

/
宫廷剧",7830万,"24,878","4,748",8.4,2015-10-2 1:07:12
铁核桃,"年代剧

/
谍战剧",2.46亿,"55,424","18,576",7.5,2015-10-2 1:07:10
别让我看见,"言情剧

/
悬疑剧",5739万,"24,824","5,264",8.3,2015-10-2 1:07:15
终极对决,军旅剧,1.38亿,"85,396","32,721",7.2,2015-10-2 1:07:14
女人的抗战,谍战剧,7492万,"12,221","3,386",7.8,2015-10-2 1:07:16
二婶,"家庭剧
/
言情剧",9584万,"22,747","10,793",6.8,2015-10-2 1:07:15
出关,null,4450万,"9,726","4,234",7.0,2015-10-2 1:07:16
泪洒女人花,"言情剧

/
年代剧",2.00亿,"61,073","39,076",6.1,2015-10-2 1:07:18
好大一个家,家庭剧,1.28亿,"60,168","11,968",8.3,2015-10-2 1:07:24
出关未删减版,null,530万,"1,027",564,6.5,2015-10-2 1:07:28
千金女贼,"言情剧
/
年代剧
/
偶像剧",13.98亿,"979,237","155,457",8.6,2015-10-2 1:07:30
星空中的潘朵拉,"言情剧
/
偶像剧
/
网络剧",474万,"4,691","4,036",5.4,2015-10-2 1:07:27
九星天辰诀,"古装剧
/
网络剧",3037万,"30,173","21,474",5.8,2015-10-2 1:07:29
不能没有家,"家庭剧

/
言情剧",2794万,"7,254","3,627",6.7,2015-10-2 1:07:26
锦绣缘华丽冒险未删减版,"言情剧

/
年代剧

/
偶像剧",3235万,"18,691","4,504",8.1,2015-10-2 1:07:25
光影,"军旅剧

/
年代剧",1.67亿,"49,567","15,104",7.7,2015-10-2 1:07:32
千金女贼未删减版,"年代剧

/
偶像剧",3991万,"31,922","8,047",8.0,2015-10-2 1:07:29
大村官之放飞梦想,农村剧,5300万,"17,080","6,044",7.4,2015-10-2 1:07:41
我的宝贝,"言情剧
/
偶像剧",3.21亿,"185,236","51,978",7.8,2015-10-2 1:07:40
长大,"青春剧
/
言情剧",4.20亿,"387,878","52,338",8.8,2015-10-2 1:07:38
战魂,军旅剧,1.35亿,"39,572","9,262",8.1,2015-10-2 1:07:39
大刀记,军旅剧,2.69亿,"60,041","22,031",7.3,2015-10-2 1:07:42
蜀山战纪第1季,"言情剧
/
武侠剧
/
古装剧
/
偶像剧",1.12亿,"571,073","98,321",8.5,2015-10-2 1:07:56
玩转APP,"喜剧

/
网络剧",1941万,421,350,5.5,2015-10-2 1:07:54
南侨机工英雄传,年代剧,4992万,"32,020","8,380",7.9,2015/10/2 1:07:55
冲出月亮岛,"言情剧

/
年代剧",3902万,"27,078","9,824",7.3,2015-10-2 1:07:58
杀寇决,"历史剧

/
谍战剧

/
悬疑剧",1.24亿,"37,806","8,945",8.1,2015-10-2 1:07:54
婚前协议,"家庭剧

/
言情剧",1.46亿,"29,838","16,402",6.5,2015-10-2 1:08:07
红色青橄榄,"青春剧

/
网络剧

/
偶像剧

/
悬疑剧",1183万,"74,569",544,9.9,2015/10/2 1:08:08
太行山上,"历史剧

/
军旅剧",9711万,"62,000","18,118",7.7,2015-10-2 1:08:09
我的绝密生涯,"年代剧
/
谍战剧
/
悬疑剧",5072万,"26,031","7,496",7.8,2015-10-2 1:08:11
二十四道拐,"谍战剧

/
军旅剧",5913万,"28,229","9,641",7.5,2015-10-2 1:08:08
突围突围,言情剧,8101万,"20,094","7,553",7.3,2015-10-2 1:08:20
卧底,"谍战剧

/
军旅剧",1.30亿,"73,456","22,463",7.7,2015-10-2 1:08:20
火线英雄,军旅剧,2771万,"15,587","4,266",7.9,2015-10-2 1:08:22
wait酒吧,"喜剧

/
网络剧",390万,"2,242","4,454",3.3,2015-10-2 1:08:24
冰与火的青春未删减版,"言情剧

/
偶像剧",376万,"3,227","1,454",6.9,2015-10-2 1:08:22
罗龙镇女人,年代剧,2.69亿,"77,503","27,789",7.4,2015/10/2 1:08:21
刑警队长,罪案剧,2.82亿,"78,489","17,793",8.2,2015/10/2 1:08:34
克拉恋人未删减版,"言情剧

/
偶像剧",1733万,"26,590","11,834",6.9,2015-10-2 1:08:33
抓住彩虹的男人,"言情剧
/
偶像剧
/
悬疑剧",5.97亿,"254,617","65,546",8.0,2015-10-2 1:08:35
婚姻时差,"家庭剧
/
言情剧",1.04亿,"22,238","9,274",7.1,2015-10-2 1:08:37
偏偏喜欢你,"军旅剧
/
年代剧
/
偶像剧",10.88亿,"661,637","153,887",8.1,2015-10-2 1:08:35
猎魔,"军旅剧

/
历史剧

/
谍战剧",5831万,"12,080","6,925",6.4,2015-10-2 1:08:33
偏偏喜欢你未删减版,"偶像剧
/
年代剧
/
军旅剧",3709万,"25,296","5,959",8.1,2015-10-2 1:08:46
爱的秘笈,"偶像剧

/
言情剧",1.23亿,"52,954","6,271",8.9,2015/10/2 1:08:47
伙伴夫妻,"言情剧

/
家庭剧",6522万,"10,366","5,213",6.7,2015-10-2 1:08:48
我爷爷和奶奶的故事,"军旅剧
/
言情剧",4792万,"10,950","3,424",7.6,2015-10-2 1:09:01
铁甲舰上的男人们,历史剧,4087万,"10,187","1,026",9.1,2015-10-2 1:08:50
绝地刀锋,"军旅剧

/
谍战剧",1.27亿,"23,652","8,159",7.4,2015-10-2 1:08:48
少年四大名捕陈伟霆cut集锦,"言情剧

/
武侠剧

/
古装剧

/
偶像剧

/
悬疑剧",353万,"4,680","1,557",7.5,2015-10-2 1:08:59
如果爱可以重来,"言情剧
/
偶像剧",7136万,"38,972","12,210",7.6,2015/10/2 1:09:01
南方怂人帮,"网络剧

/
喜剧",81.3万,520,498,5.1,2015-10-2 1:09:01
锦绣缘华丽冒险,"言情剧
/
年代剧
/
偶像剧",11.46亿,"953,203","160,509",8.6,2015-10-2 1:09:03
